expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,10.0,2001.1,1976.0,2.629,2.4824,34.787,2,1,27.762,32.401,36.936,41.368,45.7,27.9713409595949,204.95,2,1,122.24,2,27.913,2,1,,9,58.802,2,1,1.9377,2,1,2229.3,2,1,2337.7,2,1,1002.3,0,20.0,7.6422,2,7.8931,2,1,0.45885,20.261,2,1,0.052,9.2338,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,9.0,2298.2,2268.0,2.462,2.2913,34.807,2,1,27.794,32.438,36.978,41.415,45.752,28.0155568339199,211.6,2,1,117.1,2,27.391,2,1,,9,59.239,2,1,1.9377,2,1,2228.2,2,1,2339.9,2,1,981.88,0,20.0,7.6537,2,7.8964,2,1,0.27265,11.899,2,1,0.053,9.3145,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,8.0,2598.7,2563.0,2.359,2.1619,34.834,2,1,27.826,32.474,37.017,41.457,45.797,28.0554435042833,221.15,2,1,108.54,2,26.347,2,1,,9,61.86,2,1,1.8014,2,1,2221.3,2,1,2341.9,2,1,926.15,0,20.0,7.6741,2,7.9084,2,1,0.2394,10.366,2,1,0.041,7.1562,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,7.0,2899.6,2857.0,2.194,1.9711,34.835,2,1,27.842,32.495,37.043,41.489,45.833,28.0843467095006,224.08,2,1,107.18,2,26.086,2,1,,9,69.285,2,1,1.8111,2,1,2223.7,2,1,2345.8,2,1,920.1,0,20.0,7.6783,2,7.9036,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,6.0,3200.1,3151.0,1.99,1.7417,34.82,2,1,27.847,32.507,37.062,41.513,45.864,28.1079049532689,223.47,2,1,109.74,2,26.608,2,1,,9,80.642,2,1,1.8403,2,1,2226.3,2,1,2350.3,2,1,912.26,0,20.0,7.6778,2,7.8942,2,1,0.25555,10.775,2,1,0.045,7.6716,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,5.0,3498.4,3443.0,1.659,1.3884,34.789,2,1,27.849,32.519,37.084,41.545,45.905,28.1400153791207,220.62,2,1,115.66,2,28.174,2,1,,9,82.941,2,1,1.928,2,1,2240.4,2,1,2353.8,2,1,981.15,0,20.0,7.6596,2,7.8671,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,4.0,3799.6,3737.0,1.265,0.97348,34.759,2,1,27.854,32.536,37.112,41.585,45.956,28.1833899972151,217.99,2,1,121.94,2,29.74,2,1,,9,96.434,2,1,2.0837,2,1,2247.7,2,1,2361.1,2,1,987.34,0,20.0,7.6462,2,7.8462,2,1,0.2166,8.6915,2,1,0.052,8.4847,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,3.0,4200.1,4127.0,1.078,0.74904,34.74,2,1,27.852,32.541,37.124,41.603,45.98,28.2052278449935,217.25,2,1,124.68,2,30.523,2,1,,9,104.37,2,1,2.0935,2,1,2256.5,2,1,2365.9,2,1,1017.7,0,20.0,7.6401,2,7.8259,2,1,0.3059,12.097,2,1,0.072,11.597,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,2.0,4400.7,4322.0,1.089,0.73758,34.735,2,1,27.85,32.538,37.122,41.602,45.979,28.2036845727846,216.95,2,1,125.09,2,30.784,2,1,,9,105.96,2,1,2.113,2,1,2259.9,2,1,2367.8,2,1,1029.5,0,20.0,7.6396,2,7.8171,2,1,0.33915,13.401,2,1,0.062,9.9793,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,37.0,1,1.0,2008,2,25,18.0,9.0,-41.177,9.9172,4580.2,4570.2,1.0,4570.2,4487.0,1.084,0.71363,34.731,2,1,27.847,32.537,37.121,41.601,45.979,28.2047858706622,217.04,2,1,125.23,2,30.784,2,1,,9,105.96,2,1,2.0837,2,1,2261.1,2,1,2363.0,2,1,1069.0,0,20.0,7.6371,2,7.8074,2,1,0.7524,29.683,2,1,0.082,13.18,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-25 18:09:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,24.0,3.5,3.0,13.759,13.759,34.536,2,1,25.88,30.262,34.547,38.738,42.837,25.8931180450423,268.02,2,1,-13.217,2,4.8132,2,1,,9,0.0,2,1,0.51607,2,1,2053.6,2,1,2293.3,2,1,431.04,0,20.0,7.9336,2,8.1037,2,1,3.1416,261.91,2,1,1.692,526.64,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,21.0,20.6,20.0,13.732,13.729,34.533,2,1,25.883,30.266,34.552,38.743,42.843,25.8968907797686,267.67,2,1,-12.713,2,5.0519,2,1,,9,0.0,2,1,0.55502,2,1,2052.3,2,1,2292.3,2,1,430.05,0,20.0,7.9324,2,8.1023,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,20.0,49.8,49.0,13.244,13.237,34.517,2,1,25.971,30.364,34.659,38.859,42.967,25.9929949316627,264.92,2,1,-7.3872,2,6.0067,2,1,,9,0.92983,2,1,0.61344,2,1,2063.0,2,1,2291.2,2,1,457.73,0,20.0,7.9138,2,8.0897,2,1,,,9,1,1.745,530.31,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,19.0,99.7,99.0,10.844,10.832,34.601,2,1,26.495,30.936,35.277,39.522,43.674,26.5590222998808,263.92,2,1,6.6242,2,10.542,2,1,,9,4.096,2,1,0.81792,2,1,2096.3,2,1,2291.7,2,1,552.03,0,20.0,7.8407,2,8.0499,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,17.0,349.1,346.0,8.413,8.3764,34.622,2,1,26.92,31.414,35.807,40.102,44.302,27.0256171343149,165.51,2,1,119.79,2,26.296,2,1,,9,35.406,2,1,1.7235,2,1,2181.5,2,1,2305.3,2,1,878.0,0,20.0,7.666,2,7.8947,2,1,2.4653,154.08,2,1,1.044,251.96,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,16.0,499.9,495.0,5.273,5.2322,34.446,2,1,27.209,31.779,36.246,40.614,44.883,27.3527889034787,188.05,2,1,118.9,2,31.07,2,1,,9,45.96,2,1,2.074,2,1,2193.6,2,1,2297.2,2,1,1002.3,0,20.0,7.6362,2,7.905,2,1,2.1774,113.26,2,1,0.904,185.47,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,15.0,751.7,744.0,3.704,3.6504,34.398,2,1,27.342,31.953,36.461,40.867,45.173,27.515875103642,195.39,2,1,123.5,2,33.218,2,1,,9,50.533,2,1,2.259,2,1,2213.6,2,1,2298.2,2,1,1149.0,0,20.0,7.6094,2,7.8901,2,1,1.633,77.183,2,1,0.765,144.2,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,14.0,998.0,988.0,3.05,2.9819,34.463,2,1,27.458,32.087,36.611,41.033,45.356,27.653949327164,184.3,2,1,139.68,2,34.173,2,1,,9,57.569,2,1,2.3272,2,1,2229.0,2,1,2321.5,2,1,1103.5,0,20.0,7.5864,2,7.8651,2,1,1.1353,51.531,2,1,0.441,80.215,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,13.0,1243.7,1230.0,2.804,2.719,34.562,2,1,27.561,32.195,36.726,41.154,45.482,27.7656327398997,177.89,2,1,147.95,2,33.934,2,1,,9,64.957,2,1,2.3369,2,1,2235.8,2,1,2330.1,2,1,1098.4,0,20.0,7.5816,2,7.8538,2,1,0.81605,36.481,2,1,0.243,43.613,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,12.0,1499.0,1482.0,2.739,2.634,34.67,2,1,27.655,32.291,36.823,41.252,45.582,27.8582404950048,182.97,2,1,143.28,2,32.263,2,1,,9,65.66,2,1,2.1714,2,1,2235.7,2,1,2334.4,2,1,1069.2,0,20.0,7.606,2,7.8716,2,1,0.36005,16.029,2,1,0.106,18.957,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,11.0,1748.8,1728.0,2.7,2.5744,34.758,2,1,27.73,32.367,36.899,41.33,45.66,27.9349550247508,196.75,2,1,129.77,2,29.399,2,1,,9,60.383,2,1,1.9669,2,1,2223.0,2,1,2337.9,2,1,958.94,0,20.0,7.6334,2,7.8924,2,1,0.45315,20.118,2,1,0.067,11.954,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,10.0,2001.8,1977.0,2.672,2.5246,34.81,2,1,27.776,32.414,36.947,41.379,45.71,27.9837490993388,210.74,2,1,116.05,2,27.728,2,1,,9,55.458,2,1,1.8111,2,1,2210.0,2,1,2335.1,2,1,893.95,0,20.0,7.6586,2,7.9104,2,1,0.2641,11.695,2,1,0.024,4.2727,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,9.0,2298.9,2269.0,2.485,2.3138,34.818,2,1,27.8,32.444,36.983,41.42,45.756,28.020972930035,215.49,2,1,113.0,2,27.251,2,1,,9,58.624,2,1,1.7721,2,1,2210.9,2,1,2339.6,2,1,875.88,0,20.0,7.664,2,7.9074,2,1,0.6992,30.56,2,1,0.028,4.9275,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,8.0,2599.0,2563.0,2.321,2.1247,34.826,2,1,27.822,32.471,37.015,41.457,45.798,28.0550884966743,219.46,2,1,110.56,2,27.012,2,1,,9,60.735,2,1,1.7624,2,1,2213.0,2,1,2342.2,2,1,874.83,0,20.0,7.6743,2,7.9092,2,1,0.6232,26.92,2,1,0.025,4.3541,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,7.0,2901.7,2859.0,2.195,1.9719,34.829,2,1,27.837,32.49,37.038,41.484,45.829,28.0799090155272,223.3,2,1,107.97,2,26.773,2,1,,9,62.494,2,1,1.7916,2,1,2215.1,2,1,2348.4,2,1,855.72,0,20.0,7.68,2,7.9054,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,6.0,3199.9,3151.0,1.975,1.7271,34.818,2,1,27.847,32.507,37.062,41.514,45.865,28.1087445927198,222.52,2,1,110.82,2,27.251,2,1,,9,69.178,2,1,1.8403,2,1,2218.4,2,1,2351.8,2,1,857.78,0,20.0,7.6783,2,7.8949,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,5.0,3499.9,3444.0,1.653,1.3824,34.786,2,1,27.847,32.517,37.082,41.544,45.904,28.1388370892201,220.15,2,1,116.19,2,28.683,2,1,,9,83.735,2,1,1.9377,2,1,2231.9,2,1,2358.4,2,1,902.3,0,20.0,7.661,2,7.8688,2,1,,,9,1,,,9,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,4.0,3798.9,3736.0,1.331,1.0378,34.758,2,1,27.849,32.529,37.103,41.575,45.944,28.1727153764694,218.12,2,1,121.25,2,29.876,2,1,,9,95.64,2,1,2.0253,2,1,2239.5,2,1,2364.3,2,1,916.96,0,20.0,7.6481,2,7.8473,2,1,,,9,1,0.047,7.6967,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,2.0,4399.4,4320.0,1.095,0.74354,34.734,2,1,27.849,32.537,37.121,41.6,45.977,28.2020792338284,216.95,2,1,125.04,2,30.592,2,1,,9,105.17,2,1,2.1227,2,1,2247.7,2,1,2367.1,2,1,952.85,0,20.0,7.64,2,7.8175,2,1,0.53865,21.292,2,1,0.047,7.5675,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
35MF20080207,385,39.0,1,1.0,2008,2,26,4.0,8.0,-41.609,9.5833,4702.6,4692.6,1.0,4692.6,4605.0,1.102,0.71699,34.732,2,1,27.849,32.538,37.122,41.602,45.98,28.2048541400077,216.91,2,1,125.33,2,30.592,2,1,,9,105.17,2,1,2.074,2,1,2251.9,2,1,2368.0,2,1,974.13,0,20.0,7.6382,2,7.8034,2,1,,,9,1,0.081,13.022,2,1,,,9,1,,,9,1,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207                          ,0,2008-02-26 04:08:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,52.0,-39.223,11.339,5231.7,5221.7,24.0,28.9,29.0,15.922,15.917,35.14,2,1,25.874,30.213,34.455,38.605,42.665,25.8991349295,262.9,2,1,-19.727,2,0.79,2,1,0.02,2,0.59,2,1,0.22,2,1,2061.7,2,1,2321.0,2,1,404.2,0,20.0,7.9689,0,8.1141,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:52:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,51.0,-39.223,11.339,5231.7,5221.7,23.0,31.4,31.0,16.121,16.116,35.157,2,1,25.842,30.177,34.416,38.562,42.619,25.8643529525178,264.9,2,1,-22.688,2,1.05,2,1,0.02,2,0.2,2,1,0.22,2,1,2058.9,2,1,2321.5,2,1,397.81,0,20.0,7.9747,0,8.1067,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:51:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,50.0,-39.223,11.339,5231.7,5221.7,22.0,50.8,50.0,14.48,14.473,35.197,2,1,26.239,30.603,34.871,39.045,43.128,26.2857009509172,262.9,2,1,-12.854,2,2.64,2,1,0.17,2,1.56,2,1,0.32,2,1,2071.6,2,1,2320.4,2,1,427.32,0,20.0,7.9486,0,8.1056,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:50:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,49.0,-39.223,11.339,5231.7,5221.7,21.0,76.1,76.0,13.457,13.447,35.107,2,1,26.385,30.769,35.056,39.249,43.35,26.4388075573888,255.7,2,1,-0.30897,2,5.2,2,1,0.38,2,2.05,2,1,0.48,2,1,2088.3,2,1,2314.2,2,1,479.2,0,20.0,7.9062,0,8.0814,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:49:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,48.0,-39.223,11.339,5231.7,5221.7,20.0,102.6,102.0,11.728,11.715,34.845,2,1,26.522,30.943,35.265,39.491,43.625,26.5855128572855,254.3,2,1,10.812,2,8.73,2,1,0.03,2,2.15,2,1,0.67,2,1,2099.6,2,1,2299.5,2,1,544.01,0,20.0,7.8579,0,8.0594,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:48:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,46.0,-39.223,11.339,5231.7,5221.7,19.0,151.5,150.0,11.048,11.029,34.838,2,1,26.644,31.078,35.414,39.654,43.8,26.7148866097188,238.3,2,1,30.666,2,12.22,2,1,0.0,2,3.32,2,1,0.88,2,1,2115.5,2,1,2299.0,2,1,598.65,0,20.0,7.8222,0,8.0267,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:46:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,44.0,-39.223,11.339,5231.7,5221.7,18.0,203.2,202.0,10.582,10.557,34.82,2,1,26.715,31.159,35.504,39.754,43.909,26.7919039595486,224.6,2,1,47.106,2,14.59,2,1,0.0,2,4.88,2,1,1.04,2,1,2130.2,2,1,2296.7,2,1,662.22,0,20.0,7.784,0,8.001,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:44:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,41.0,-39.223,11.339,5231.7,5221.7,17.0,304.4,302.0,9.1953,9.1617,34.689,2,1,26.848,31.324,35.699,39.978,44.161,26.9440718058293,213.0,2,1,67.272,2,19.16,2,1,0.0,2,8.39,2,1,1.33,2,1,2148.7,2,1,2296.7,2,1,742.39,0,20.0,7.7412,0,7.9639,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:41:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,38.0,-39.223,11.339,5231.7,5221.7,16.0,402.7,399.0,7.717,7.6768,34.563,2,1,26.978,31.488,35.897,40.208,44.422,27.0925715118824,202.2,2,1,87.714,2,23.72,2,1,0.0,2,14.74,2,1,1.63,2,1,2164.4,2,1,2290.1,2,1,854.5,0,20.0,7.6867,0,7.9315,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:38:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,34.0,-39.223,11.339,5231.7,5221.7,15.0,605.6,600.0,5.2686,5.2187,34.404,2,1,27.177,31.747,36.215,40.583,44.853,27.3203064018576,202.0,2,1,105.14,2,29.31,2,1,0.0,2,29.09,2,1,2.02,2,1,2190.4,2,1,2299.7,2,1,961.93,0,20.0,7.6431,0,7.9026,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:34:00
06AQ20141202,1004,2.0,1,1.0,2014,12,4,2.0,30.0,-39.223,11.339,5231.7,5221.7,14.0,807.4,800.0,4.214,4.1529,34.425,2,1,27.312,31.91,36.404,40.798,45.092,27.4728111083416,187.8,2,1,127.18,2,32.11,2,1,0.0,2,43.35,2,1,2.22,2,1,2214.1,2,1,2304.2,2,1,1107.8,0,20.0,7.5891,0,7.8735,2,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.25921/dmf7-1j21                                                 ,0,2014-12-04 02:30:00
